T,TM,Tm,SLP,H,VV,V,VM,PM 2.5
27.5,32.5,23.0,1007.1,80,1.8,6.1,18.3,82.83333333333333
27.5,32.5,23.0,1007.1,80,1.8,6.1,18.3,82.83333333333333
27.5,32.5,23.0,1007.1,80,1.8,6.1,18.3,82.83333333333333
27.5,32.5,23.0,1007.1,80,1.8,6.1,18.3,82.83333333333333
27.5,32.5,23.0,1007.1,80,1.8,6.1,18.3,82.83333333333333
27.5,32.5,23.0,1007.1,80,1.8,6.1,18.3,82.83333333333333
27.5,32.5,23.0,1007.1,80,1.8,6.1,18.3,82.83333333333333
26.6,32.6,21.1,1008.8,76,1.6,3.3,11.1,95.25
26.6,32.6,21.1,1008.8,76,1.6,3.3,11.1,95.25
26.6,32.6,21.1,1008.8,76,1.6,3.3,11.1,95.25
26.6,32.6,21.1,1008.8,76,1.6,3.3,11.1,95.25
26.6,32.6,21.1,1008.8,76,1.6,3.3,11.1,95.25
26.6,32.6,21.1,1008.8,76,1.6,3.3,11.1,95.25
26.6,32.6,21.1,1008.8,76,1.6,3.3,11.1,95.25
26.6,32.6,21.1,1008.8,76,1.6,3.3,11.1,95.25
26.6,32.6,21.1,1008.8,76,1.6,3.3,11.1,95.25
25.6,33.2,19.5,1011.5,67,1.4,3.7,14.8,126.16666666666669
25.6,33.2,19.5,1011.5,67,1.4,3.7,14.8,126.16666666666669
25.6,33.2,19.5,1011.5,67,1.4,3.7,14.8,126.16666666666669
25.6,33.2,19.5,1011.5,67,1.4,3.7,14.8,126.16666666666669
25.6,33.2,19.5,1011.5,67,1.4,3.7,14.8,126.16666666666669
25.6,33.2,19.5,1011.5,67,1.4,3.7,14.8,126.16666666666669
25.6,33.2,19.5,1011.5,67,1.4,3.7,14.8,126.16666666666669
25.6,33.2,19.5,1011.5,67,1.4,3.7,14.8,126.16666666666669
25.6,33.2,19.5,1011.5,67,1.4,3.7,14.8,126.16666666666669
25.0,32.8,17.6,1010.8,69,1.4,1.1,5.4,136.70833333333334
25.0,32.8,17.6,1010.8,69,1.4,1.1,5.4,136.70833333333334
25.0,32.8,17.6,1010.8,69,1.4,1.1,5.4,136.70833333333334
25.0,32.8,17.6,1010.8,69,1.4,1.1,5.4,136.70833333333334
25.0,32.8,17.6,1010.8,69,1.4,1.1,5.4,136.70833333333334
25.0,32.8,17.6,1010.8,69,1.4,1.1,5.4,136.70833333333334
25.0,32.8,17.6,1010.8,69,1.4,1.1,5.4,136.70833333333334
25.0,32.8,17.6,1010.8,69,1.4,1.1,5.4,136.70833333333334
25.0,32.8,17.6,1010.8,69,1.4,1.1,5.4,136.70833333333334
24.8,32.3,17.3,1009.7,68,1.4,1.5,7.6,160.66666666666666
24.8,32.3,17.3,1009.7,68,1.4,1.5,7.6,160.66666666666666
24.8,32.3,17.3,1009.7,68,1.4,1.5,7.6,160.66666666666666
24.8,32.3,17.3,1009.7,68,1.4,1.5,7.6,160.66666666666666
24.8,32.3,17.3,1009.7,68,1.4,1.5,7.6,160.66666666666666
24.8,32.3,17.3,1009.7,68,1.4,1.5,7.6,160.66666666666666
24.8,32.3,17.3,1009.7,68,1.4,1.5,7.6,160.66666666666666
24.8,32.3,17.3,1009.7,68,1.4,1.5,7.6,160.66666666666666
24.8,32.3,17.3,1009.7,68,1.4,1.5,7.6,160.66666666666666
24.1,30.0,17.5,1011.2,74,1.0,1.5,9.4,245.66666666666663
24.1,30.0,17.5,1011.2,74,1.0,1.5,9.4,245.66666666666663
24.1,30.0,17.5,1011.2,74,1.0,1.5,9.4,245.66666666666663
24.1,30.0,17.5,1011.2,74,1.0,1.5,9.4,245.66666666666663
24.1,30.0,17.5,1011.2,74,1.0,1.5,9.4,245.66666666666663
24.1,30.0,17.5,1011.2,74,1.0,1.5,9.4,245.66666666666663
24.1,30.0,17.5,1011.2,74,1.0,1.5,9.4,245.66666666666663
24.1,30.0,17.5,1011.2,74,1.0,1.5,9.4,245.66666666666663
24.1,30.0,17.5,1011.2,74,1.0,1.5,9.4,245.66666666666663
24.3,31.4,18.5,1011.2,72,1.1,0.4,3.5,261.6666666666667
24.3,31.4,18.5,1011.2,72,1.1,0.4,3.5,261.6666666666667
24.3,31.4,18.5,1011.2,72,1.1,0.4,3.5,261.6666666666667
24.3,31.4,18.5,1011.2,72,1.1,0.4,3.5,261.6666666666667
24.3,31.4,18.5,1011.2,72,1.1,0.4,3.5,261.6666666666667
24.3,31.4,18.5,1011.2,72,1.1,0.4,3.5,261.6666666666667
24.3,31.4,18.5,1011.2,72,1.1,0.4,3.5,261.6666666666667
24.3,31.4,18.5,1011.2,72,1.1,0.4,3.5,261.6666666666667
24.3,31.4,18.5,1011.2,72,1.1,0.4,3.5,261.6666666666667
23.0,31.0,18.0,1010.6,71,0.8,2.6,9.4,272.4166666666667
23.0,31.0,18.0,1010.6,71,0.8,2.6,9.4,272.4166666666667
23.0,31.0,18.0,1010.6,71,0.8,2.6,9.4,272.4166666666667
23.0,31.0,18.0,1010.6,71,0.8,2.6,9.4,272.4166666666667
23.0,31.0,18.0,1010.6,71,0.8,2.6,9.4,272.4166666666667
23.0,31.0,18.0,1010.6,71,0.8,2.6,9.4,272.4166666666667
23.0,31.0,18.0,1010.6,71,0.8,2.6,9.4,272.4166666666667
23.0,31.0,18.0,1010.6,71,0.8,2.6,9.4,272.4166666666667
23.0,31.0,18.0,1010.6,71,0.8,2.6,9.4,272.4166666666667
24.1,30.1,16.7,1014.0,62,1.4,3.3,11.1,149.625
24.1,30.1,16.7,1014.0,62,1.4,3.3,11.1,149.625
24.1,30.1,16.7,1014.0,62,1.4,3.3,11.1,149.625
24.1,30.1,16.7,1014.0,62,1.4,3.3,11.1,149.625
24.1,30.1,16.7,1014.0,62,1.4,3.3,11.1,149.625
24.1,30.1,16.7,1014.0,62,1.4,3.3,11.1,149.625
24.1,30.1,16.7,1014.0,62,1.4,3.3,11.1,149.625
24.1,30.1,16.7,1014.0,62,1.4,3.3,11.1,149.625
24.1,30.1,16.7,1014.0,62,1.4,3.3,11.1,149.625
23.8,30.5,18.4,1013.5,71,1.6,1.3,3.5,99.70833333333331
23.8,30.5,18.4,1013.5,71,1.6,1.3,3.5,99.70833333333331
23.8,30.5,18.4,1013.5,71,1.6,1.3,3.5,99.70833333333331
23.8,30.5,18.4,1013.5,71,1.6,1.3,3.5,99.70833333333331
23.8,30.5,18.4,1013.5,71,1.6,1.3,3.5,99.70833333333331
23.8,30.5,18.4,1013.5,71,1.6,1.3,3.5,99.70833333333331
23.8,30.5,18.4,1013.5,71,1.6,1.3,3.5,99.70833333333331
23.8,30.5,18.4,1013.5,71,1.6,1.3,3.5,99.70833333333331
23.8,30.5,18.4,1013.5,71,1.6,1.3,3.5,99.70833333333331
22.4,28.6,16.3,1014.6,67,1.0,5.4,11.1,217.375
22.4,28.6,16.3,1014.6,67,1.0,5.4,11.1,217.375
22.4,28.6,16.3,1014.6,67,1.0,5.4,11.1,217.375
22.4,28.6,16.3,1014.6,67,1.0,5.4,11.1,217.375
22.4,28.6,16.3,1014.6,67,1.0,5.4,11.1,217.375
22.4,28.6,16.3,1014.6,67,1.0,5.4,11.1,217.375
22.4,28.6,16.3,1014.6,67,1.0,5.4,11.1,217.375
22.4,28.6,16.3,1014.6,67,1.0,5.4,11.1,217.375
22.4,28.6,16.3,1014.6,67,1.0,5.4,11.1,217.375
20.9,28.1,13.6,1016.0,59,0.8,6.3,18.3,309.375
20.9,28.1,13.6,1016.0,59,0.8,6.3,18.3,309.375
20.9,28.1,13.6,1016.0,59,0.8,6.3,18.3,309.375
20.9,28.1,13.6,1016.0,59,0.8,6.3,18.3,309.375
20.9,28.1,13.6,1016.0,59,0.8,6.3,18.3,309.375
20.9,28.1,13.6,1016.0,59,0.8,6.3,18.3,309.375
20.9,28.1,13.6,1016.0,59,0.8,6.3,18.3,309.375
20.9,28.1,13.6,1016.0,59,0.8,6.3,18.3,309.375
20.9,28.1,13.6,1016.0,59,0.8,6.3,18.3,309.375
20.1,27.1,14.0,1015.5,78,0.6,3.9,11.1,321.5416666666667
20.1,27.1,14.0,1015.5,78,0.6,3.9,11.1,321.5416666666667
20.1,27.1,14.0,1015.5,78,0.6,3.9,11.1,321.5416666666667
20.1,27.1,14.0,1015.5,78,0.6,3.9,11.1,321.5416666666667
20.1,27.1,14.0,1015.5,78,0.6,3.9,11.1,321.5416666666667
20.1,27.1,14.0,1015.5,78,0.6,3.9,11.1,321.5416666666667
20.1,27.1,14.0,1015.5,78,0.6,3.9,11.1,321.5416666666667
20.1,27.1,14.0,1015.5,78,0.6,3.9,11.1,321.5416666666667
20.1,27.1,14.0,1015.5,78,0.6,3.9,11.1,321.5416666666667
18.9,27.1,14.5,1015.2,80,0.6,1.3,7.6,278.0
18.9,27.1,14.5,1015.2,80,0.6,1.3,7.6,278.0
18.9,27.1,14.5,1015.2,80,0.6,1.3,7.6,278.0
18.9,27.1,14.5,1015.2,80,0.6,1.3,7.6,278.0
18.9,27.1,14.5,1015.2,80,0.6,1.3,7.6,278.0
18.9,27.1,14.5,1015.2,80,0.6,1.3,7.6,278.0
18.9,27.1,14.5,1015.2,80,0.6,1.3,7.6,278.0
18.9,27.1,14.5,1015.2,80,0.6,1.3,7.6,278.0
18.9,27.1,14.5,1015.2,80,0.6,1.3,7.6,278.0
19.1,25.6,12.4,1016.6,79,0.8,0.4,3.5,192.33333333333331
19.1,25.6,12.4,1016.6,79,0.8,0.4,3.5,192.33333333333331
19.1,25.6,12.4,1016.6,79,0.8,0.4,3.5,192.33333333333331
19.1,25.6,12.4,1016.6,79,0.8,0.4,3.5,192.33333333333331
19.1,25.6,12.4,1016.6,79,0.8,0.4,3.5,192.33333333333331
19.1,25.6,12.4,1016.6,79,0.8,0.4,3.5,192.33333333333331
19.1,25.6,12.4,1016.6,79,0.8,0.4,3.5,192.33333333333331
19.1,25.6,12.4,1016.6,79,0.8,0.4,3.5,192.33333333333331
19.1,25.6,12.4,1016.6,79,0.8,0.4,3.5,192.33333333333331
17.8,26.2,11.0,1014.3,68,1.0,3.0,11.1,224.16666666666663
17.8,26.2,11.0,1014.3,68,1.0,3.0,11.1,224.16666666666663
17.8,26.2,11.0,1014.3,68,1.0,3.0,11.1,224.16666666666663
17.8,26.2,11.0,1014.3,68,1.0,3.0,11.1,224.16666666666663
17.8,26.2,11.0,1014.3,68,1.0,3.0,11.1,224.16666666666663
17.8,26.2,11.0,1014.3,68,1.0,3.0,11.1,224.16666666666663
17.8,26.2,11.0,1014.3,68,1.0,3.0,11.1,224.16666666666663
17.8,26.2,11.0,1014.3,68,1.0,3.0,11.1,224.16666666666663
17.8,26.2,11.0,1014.3,68,1.0,3.0,11.1,224.16666666666663
17.6,25.6,11.2,1015.2,68,1.1,3.5,14.8,196.75
17.6,25.6,11.2,1015.2,68,1.1,3.5,14.8,196.75
17.6,25.6,11.2,1015.2,68,1.1,3.5,14.8,196.75
17.6,25.6,11.2,1015.2,68,1.1,3.5,14.8,196.75
17.6,25.6,11.2,1015.2,68,1.1,3.5,14.8,196.75
17.6,25.6,11.2,1015.2,68,1.1,3.5,14.8,196.75
17.6,25.6,11.2,1015.2,68,1.1,3.5,14.8,196.75
17.6,25.6,11.2,1015.2,68,1.1,3.5,14.8,196.75
17.6,25.6,11.2,1015.2,68,1.1,3.5,14.8,196.75
17.0,26.6,10.0,1016.5,70,1.1,0.9,7.6,221.54166666666663
17.0,26.6,10.0,1016.5,70,1.1,0.9,7.6,221.54166666666663
17.0,26.6,10.0,1016.5,70,1.1,0.9,7.6,221.54166666666663
17.0,26.6,10.0,1016.5,70,1.1,0.9,7.6,221.54166666666663
17.0,26.6,10.0,1016.5,70,1.1,0.9,7.6,221.54166666666663
17.0,26.6,10.0,1016.5,70,1.1,0.9,7.6,221.54166666666663
17.0,26.6,10.0,1016.5,70,1.1,0.9,7.6,221.54166666666663
17.0,26.6,10.0,1016.5,70,1.1,0.9,7.6,221.54166666666663
17.0,26.6,10.0,1016.5,70,1.1,0.9,7.6,221.54166666666663
17.8,26.9,11.4,1015.4,67,1.4,7.2,20.6,166.70833333333334
17.8,26.9,11.4,1015.4,67,1.4,7.2,20.6,166.70833333333334
17.8,26.9,11.4,1015.4,67,1.4,7.2,20.6,166.70833333333334
17.8,26.9,11.4,1015.4,67,1.4,7.2,20.6,166.70833333333334
17.8,26.9,11.4,1015.4,67,1.4,7.2,20.6,166.70833333333334
17.8,26.9,11.4,1015.4,67,1.4,7.2,20.6,166.70833333333334
17.8,26.9,11.4,1015.4,67,1.4,7.2,20.6,166.70833333333334
17.8,26.9,11.4,1015.4,67,1.4,7.2,20.6,166.70833333333334
17.8,26.9,11.4,1015.4,67,1.4,7.2,20.6,166.70833333333334
18.2,28.1,10.4,1012.6,61,1.8,2.6,11.1,130.70833333333334
18.2,28.1,10.4,1012.6,61,1.8,2.6,11.1,130.70833333333334
18.2,28.1,10.4,1012.6,61,1.8,2.6,11.1,130.70833333333334
18.2,28.1,10.4,1012.6,61,1.8,2.6,11.1,130.70833333333334
18.2,28.1,10.4,1012.6,61,1.8,2.6,11.1,130.70833333333334
18.2,28.1,10.4,1012.6,61,1.8,2.6,11.1,130.70833333333334
18.2,28.1,10.4,1012.6,61,1.8,2.6,11.1,130.70833333333334
18.2,28.1,10.4,1012.6,61,1.8,2.6,11.1,130.70833333333334
18.2,28.1,10.4,1012.6,61,1.8,2.6,11.1,130.70833333333334
18.0,28.5,10.2,1013.2,68,1.1,2.0,11.1,194.70833333333331
18.0,28.5,10.2,1013.2,68,1.1,2.0,11.1,194.70833333333331
18.0,28.5,10.2,1013.2,68,1.1,2.0,11.1,194.70833333333331
18.0,28.5,10.2,1013.2,68,1.1,2.0,11.1,194.70833333333331
18.0,28.5,10.2,1013.2,68,1.1,2.0,11.1,194.70833333333331
18.0,28.5,10.2,1013.2,68,1.1,2.0,11.1,194.70833333333331
18.0,28.5,10.2,1013.2,68,1.1,2.0,11.1,194.70833333333331
18.0,28.5,10.2,1013.2,68,1.1,2.0,11.1,194.70833333333331
18.0,28.5,10.2,1013.2,68,1.1,2.0,11.1,194.70833333333331
21.1,28.8,13.8,1012.8,57,1.6,9.4,22.2,134.45833333333334
21.1,28.8,13.8,1012.8,57,1.6,9.4,22.2,134.45833333333334
21.1,28.8,13.8,1012.8,57,1.6,9.4,22.2,134.45833333333334
21.1,28.8,13.8,1012.8,57,1.6,9.4,22.2,134.45833333333334
21.1,28.8,13.8,1012.8,57,1.6,9.4,22.2,134.45833333333334
21.1,28.8,13.8,1012.8,57,1.6,9.4,22.2,134.45833333333334
21.1,28.8,13.8,1012.8,57,1.6,9.4,22.2,134.45833333333334
21.1,28.8,13.8,1012.8,57,1.6,9.4,22.2,134.45833333333334
21.1,28.8,13.8,1012.8,57,1.6,9.4,22.2,134.45833333333334
21.3,28.8,15.0,1011.9,58,1.9,9.6,16.5,110.0
21.3,28.8,15.0,1011.9,58,1.9,9.6,16.5,110.0
21.3,28.8,15.0,1011.9,58,1.9,9.6,16.5,110.0
21.3,28.8,15.0,1011.9,58,1.9,9.6,16.5,110.0
21.3,28.8,15.0,1011.9,58,1.9,9.6,16.5,110.0
21.3,28.8,15.0,1011.9,58,1.9,9.6,16.5,110.0
21.3,28.8,15.0,1011.9,58,1.9,9.6,16.5,110.0
21.3,28.8,15.0,1011.9,58,1.9,9.6,16.5,110.0
21.3,28.8,15.0,1011.9,58,1.9,9.6,16.5,110.0
19.0,28.8,12.5,1014.7,72,1.6,2.8,9.4,160.0
19.0,28.8,12.5,1014.7,72,1.6,2.8,9.4,160.0
19.0,28.8,12.5,1014.7,72,1.6,2.8,9.4,160.0
19.0,28.8,12.5,1014.7,72,1.6,2.8,9.4,160.0
19.0,28.8,12.5,1014.7,72,1.6,2.8,9.4,160.0
19.0,28.8,12.5,1014.7,72,1.6,2.8,9.4,160.0
19.0,28.8,12.5,1014.7,72,1.6,2.8,9.4,160.0
19.0,28.8,12.5,1014.7,72,1.6,2.8,9.4,160.0
19.0,28.8,12.5,1014.7,72,1.6,2.8,9.4,160.0
18.1,28.0,10.0,1016.1,66,1.4,1.7,7.6,118.91666666666669
18.1,28.0,10.0,1016.1,66,1.4,1.7,7.6,118.91666666666669
18.1,28.0,10.0,1016.1,66,1.4,1.7,7.6,118.91666666666669
18.1,28.0,10.0,1016.1,66,1.4,1.7,7.6,118.91666666666669
18.1,28.0,10.0,1016.1,66,1.4,1.7,7.6,118.91666666666669
18.1,28.0,10.0,1016.1,66,1.4,1.7,7.6,118.91666666666669
18.1,28.0,10.0,1016.1,66,1.4,1.7,7.6,118.91666666666669
18.1,28.0,10.0,1016.1,66,1.4,1.7,7.6,118.91666666666669
18.1,28.0,10.0,1016.1,66,1.4,1.7,7.6,118.91666666666669
17.2,28.4,9.8,1015.8,73,1.1,1.9,11.1,176.375
17.2,28.4,9.8,1015.8,73,1.1,1.9,11.1,176.375
17.2,28.4,9.8,1015.8,73,1.1,1.9,11.1,176.375
17.2,28.4,9.8,1015.8,73,1.1,1.9,11.1,176.375
17.2,28.4,9.8,1015.8,73,1.1,1.9,11.1,176.375
17.2,28.4,9.8,1015.8,73,1.1,1.9,11.1,176.375
17.2,28.4,9.8,1015.8,73,1.1,1.9,11.1,176.375
17.2,28.4,9.8,1015.8,73,1.1,1.9,11.1,176.375
17.2,28.4,9.8,1015.8,73,1.1,1.9,11.1,176.375
17.4,28.4,9.2,1016.6,74,1.1,1.5,11.1,185.95833333333331
17.4,28.4,9.2,1016.6,74,1.1,1.5,11.1,185.95833333333331
17.4,28.4,9.2,1016.6,74,1.1,1.5,11.1,185.95833333333331
17.4,28.4,9.2,1016.6,74,1.1,1.5,11.1,185.95833333333331
17.4,28.4,9.2,1016.6,74,1.1,1.5,11.1,185.95833333333331
17.4,28.4,9.2,1016.6,74,1.1,1.5,11.1,185.95833333333331
17.4,28.4,9.2,1016.6,74,1.1,1.5,11.1,185.95833333333331
17.4,28.4,9.2,1016.6,74,1.1,1.5,11.1,185.95833333333331
17.4,28.4,9.2,1016.6,74,1.1,1.5,11.1,185.95833333333331
16.0,26.1,9.1,1014.4,81,1.0,1.1,5.4,239.125
16.0,26.1,9.1,1014.4,81,1.0,1.1,5.4,239.125
16.0,26.1,9.1,1014.4,81,1.0,1.1,5.4,239.125
16.0,26.1,9.1,1014.4,81,1.0,1.1,5.4,239.125
16.0,26.1,9.1,1014.4,81,1.0,1.1,5.4,239.125
16.0,26.1,9.1,1014.4,81,1.0,1.1,5.4,239.125
16.0,26.1,9.1,1014.4,81,1.0,1.1,5.4,239.125
